#ST-Typ;Wert;Beschreibung
ST_Wasserfahrzeugtyp;08;Fischereifahrzeug für Binnenschifffahrt (Als Fischereifahrzeuge werden alle (Wasser-)Fahrzeuge bezeichnet, die auf den Fang von Wassertieren in Binnengewässern spezialisiert sind.)
ST_Wasserfahrzeugtyp;09;Fischereifahrzeug für Wattfahrt oder kleine Küstenfahrt (Als Fischereifahrzeuge werden alle (Wasser-)Fahrzeuge bezeichnet, die auf den Fang von Wassertieren in Watt- oder Küstenfahrt spezialisiert sind.)
ST_Wasserfahrzeugtyp;10;Spezialschiffe mit eigenen Antrieb (Hierunter werden alle nicht klassifizierbaren Schiffe spezieller Funktion und/oder Ausführung gezählt, welche einen eigenen Antrieb besitzen.)
ST_Wasserfahrzeugtyp;11;Spezialschiffe ohne eigenen Antrieb (Hierunter werden alle nicht klassifizierbaren Schiffe spezieller Funktion und/oder Ausführung gezählt, welche keinen eigenen Antrieb besitzen.)
ST_Wasserfahrzeugtyp;12;Segelboot oder -jacht (Ein Segelboot ist ein Sportboot, das in erster Linie durch Windkraft betrieben wird. Vom Segelschiff unterscheidet es sich durch seine geringere Größe. Der Begriff Segelyacht (auch Segeljacht) bezeichnet ein Segelschiff, das hauptsächlich für Freizeit- oder Sportaktivitäten verwendet wird oder gelegentlich auch repräsentativen Zwecken dient.)
ST_Wasserfahrzeugtyp;13;Jetboot (Wassermotorräder, auch bekannt als Jet-Ski oder Jet-Boot, sind relativ kleine, aus glasfaserverstärktem Kunststoff bestehende Wasserfahrzeuge ohne Bordwand. Man unterscheidet Steher für eine Person von Sitzern, Modellen mit Sitzbank, für zwei bis vier Personen. Im Wettkampfbetrieb werden diese beiden Grundmodelle als Ski und Runabout bezeichnet.)
ST_Wasserfahrzeugtyp;14;Ruderboot (Ruderboote sind Wasserfahrzeuge, die mit Hilfe von Riemen oder Skulls bewegt werden.
ST_Wasserfahrzeugtyp;15;Surfbrett (Ein Surfbrett ist ein aus einem schwimmfähigen Material hergestelltes Brett, das als Sportgerät zum Wellenreiten oder zum Windsurfen dient.)
ST_Werteinheit;01;Stueck
ST_Werteinheit;02;Plätze
ST_Werteinheit;10;Prozent
ST_Werteinheit;11;Promille
ST_Werteinheit;20;Waehrung gem. Waehrungsschluessel. Wenn diese Werteinheit genutzt wird, MUSS die Währung im zugehörigen Attribut Waehrung angegeben werden.
ST_Werteinheit;21;Mark 1914
ST_Werteinheit;30;cm
ST_Werteinheit;31;mm (Millimeter)
ST_Werteinheit;32;m (Meter)
ST_Werteinheit;33;km (Kilometer)
ST_Werteinheit;34;Meilen
ST_Werteinheit;40;qm
ST_Werteinheit;41;ha (Hektar)
ST_Werteinheit;50;Liter
ST_Werteinheit;51;ccm
ST_Werteinheit;52;qbm (Kubikmeter)
ST_Werteinheit;53;BRT (Bruttoregistertonnen)
ST_Werteinheit;54;BRZ (Bruttoraumzahl)
ST_Werteinheit;56;ts (Ton Standard (Maßeinheit für die Standardverdrängung, zivil auch "ton long" genannt) 1ts = 1016 kg )
ST_Werteinheit;60;Kalendertage
ST_Werteinheit;61;Arbeitstage
ST_Werteinheit;62;Jahre
ST_Werteinheit;63;Stunden
ST_Werteinheit;70;KW (Kilowatt)
ST_Werteinheit;71;PS (Pferdestärke)
ST_Werteinheit;80;kg (Kilogramm)
ST_Werteinheit;81;t (Tonnen)
ST_Wohneigentum;1;Selbstgenutzes Ein-/Zweifamilienhaus
ST_Wohneigentum;2;Mehrfamilienhaus
ST_Wohneigentum;3;Eigentumswohnung
ST_Wohneigentum;4;sonstiges
ST_Wohneigentum;5;kein Wohneigentum
ST_Wohneigentum;6;Fremdgenutzes Ein-/Zweifamilienhaus
ST_Wohneigentum;7;Reihenhaus/Doppelhaushälfte
ST_Zahlungsart;1;Lastschrift
ST_Zahlungsart;2;Rechnung (Überweisung)
ST_Zahlungsart;3;Dauerauftrag
ST_Zahlungsart;4;Depot
ST_Zahlungsart;5;Gehaltsabzug
ST_Zahlungsart;6;Kreditkarte
ST_Zahlungsart;7;Sammeleinzug/Sammelinkasso
ST_Zahlungsart;8;Scheck
ST_Zahlungsart;9;sonstige
ST_Zahlungsart;10;Barzahlung
ST_ZahlungsStatus;bezahlt;
ST_ZahlungsStatus;teilbezahlt;
ST_ZahlungsStatus;unbezahlt;
ST_ZahlungsStatus;inArbeit;Die Zahlung befindet sich in Arbeit.
ST_Zahlungsweise;1;jaehrlich
ST_Zahlungsweise;2;halbjaehrlich
ST_Zahlungsweise;3;dreijaehrig
ST_Zahlungsweise;4;vierteljaehrlich
ST_Zahlungsweise;5;sonstiges
ST_Zahlungsweise;6;einmalig
ST_Zahlungsweise;8;monatlich
ST_Zahlungsweise;9;beitragsfrei
ST_Zahlungsweise;7;taeglich
ST_Zerlegung;1;unzerlegt
ST_Zerlegung;2;zerlegt
ST_Zerlegung;3;teilzerlegt
ST_ZertifizierungsArt;1;Riester-Zertifizierungsnummer der ZfA
ST_Zinstyp;fix;
ST_Zinstyp;variabel;
ST_Zulagenberechtigungsart;mittelbar;mittelbar zulagenberechtigt
ST_Zulagenberechtigungsart;unmittelbar;unmittelbar zulagenberechtigt
ST_Zusageform;01;Beitragszusage mit Mindestleistung
ST_Zusageform;02;Beitragsorientierte Leistungszusage
ST_Zusageform;03;Leistungszusage
ST_ZustandSchadenobjekt;1;abhanden
ST_ZustandSchadenobjekt;2;beschädigt (Reparatur möglich)
ST_ZustandSchadenobjekt;3;zerstört (Reparatur nicht möglich)
ST_ZustandSchadenobjekt;4;bereits entsorgt
